詞	詞頻	注音	分類	作品名稱
竈門禰豆子	22	ㄗㄠˋ ㄇㄣˊ ㄇㄧˊ ㄉㄡˋ ㄗˇ	動漫	鬼滅之刃
立花瀧	25	ㄌㄧˋ ㄏㄨㄚ ㄌㄨㄥˊ	動漫	你的名字
立華奏	16	ㄌㄧˋ ㄏㄨㄚˊ ㄗㄡˋ	動漫	Angel Beats!
立野廣	16	ㄌㄧˋ ㄧㄝˇ ㄍㄨㄤˇ	動漫	靈異教師神眉
競技歌牌	12	ㄐㄧㄥˋ ㄐㄧˋ ㄍㄜ ㄆㄞˊ	動漫	花牌情緣
竹本祐太	18	ㄓㄨˊ ㄅㄣˇ ㄧㄡˋ ㄊㄞˋ	動漫	蜂蜜幸運草
笑面男	12	ㄒㄧㄠˋ ㄇㄧㄢˋ ㄋㄢˊ	動漫	攻殼機動隊
笠原匡	13	ㄌㄧˋ ㄩㄢˊ ㄎㄨㄤ	動漫	青之箱
笨蛋	22	ㄅㄣˋ ㄉㄢˋ	動漫	笨蛋，測驗，召喚獸
第一神拳	20	ㄉㄧˋ ㄧ ㄕㄣˊ ㄑㄩㄢˊ	動漫	第一神拳
第二十五夜	20	ㄉㄧˋ ㄦˋ ㄕˊ ㄨˇ ㄧㄝˋ	動漫	神之塔
笹塚衛士	13	ㄕˋ ㄓㄨㄥˇ ㄨㄟˋ ㄕˋ	動漫	魔人偵探腦嚙涅羅
等價交換	15	ㄉㄥˇ ㄐㄧㄚˋ ㄐㄧㄠ ㄏㄨㄢˋ	動漫	鋼之鍊金術師
管家	33	ㄍㄨㄢˇ ㄐㄧㄚ	動漫	旋風管家
管理員	12	ㄍㄨㄢˇ ㄌㄧˇ ㄩㄢˊ	動漫	小書痴的下剋上
箱根驛傳	12	ㄒㄧㄤ ㄍㄣ ㄧˋ ㄔㄨㄢˊ	動漫	強風吹拂
範馬刃牙	19	ㄈㄢˋ ㄇㄚˇ ㄖㄣˋ ㄧㄚˊ	動漫	刃牙
範馬勇次郎	16	ㄈㄢˋ ㄇㄚˇ ㄩㄥˇ ㄘˋ ㄌㄤˊ	動漫	刃牙
築城院真鍳	11	ㄓㄨˊ ㄔㄥˊ ㄩㄢˋ ㄓㄣ ㄐㄧㄢ	動漫	Re:CREATORS
篠原夏希	17	ㄒㄧㄠˇ ㄩㄢˊ ㄒㄧㄚˋ ㄒㄧ	動漫	夏日大作戰
篠原繪里香	17	ㄒㄧㄠˇ ㄩㄢˊ ㄏㄨㄟˋ ㄌㄧˇ ㄒㄧㄤ	動漫	狼少女與黑王子
篠田初	11	ㄒㄧㄠˇ ㄊㄧㄢˊ ㄔㄨ	動漫	NEW GAME!
簽訂	15	ㄑㄧㄢ ㄉㄧㄥˋ	動漫	魔法少女小圓
米利傑	17	ㄇㄧˇ ㄌㄧˋ ㄐㄧㄝˊ	動漫	86－不存在的戰區－
米卡	24	ㄇㄧˇ ㄎㄚˇ	動漫	莉可麗絲
米卡莎	22	ㄇㄧˇ ㄎㄚˇ ㄕㄚ	動漫	進擊的巨人
米哈伊	16	ㄇㄧˇ ㄏㄚ ㄧ	動漫	不時輕聲地以俄語遮羞的鄰座艾莉同學
米多	17	ㄇㄧˇ ㄉㄨㄛ	動漫	黑執事
米奇	14	ㄇㄧˇ ㄑㄧˊ	動漫	寄生獸
米格路迪亞	19	ㄇㄧˇ ㄍㄜˊ ㄌㄨˋ ㄉㄧˊ ㄧㄚˇ	動漫	無職轉生
米特奧拉	14	ㄇㄧˇ ㄊㄜˋ ㄠˋ ㄌㄚ	動漫	Re:CREATORS
米莉亞	15	ㄇㄧˇ ㄌㄧˋ ㄧㄚˇ	動漫	BACCANO!大騷動!
米蒂	13	ㄇㄧˇ ㄉㄧˋ	動漫	來自深淵
粕壁隼	18	ㄆㄛˋ ㄅㄧˋ ㄓㄨㄣˇ	動漫	女神咖啡廳
精靈	118	ㄐㄧㄥ ㄌㄧㄥˊ	動漫	約會大作戰
糖分	14	ㄊㄤˊ ㄈㄣˋ	動漫	銀魂
糞作獵人	13	ㄈㄣˋ ㄗㄨㄛˋ ㄌㄧㄝˋ ㄖㄣˊ	動漫	香格里拉・開拓異境
糟糕念頭	23	ㄗㄠ ㄍㄠ ㄋㄧㄢˋ ㄊㄡˊ	動漫	我內心的糟糕念頭
糸師冴	12	ㄇㄧˋ ㄕ ㄏㄨˋ	動漫	藍色監獄
糸師凜	14	ㄇㄧˋ ㄕ ㄌㄧㄣˇ	動漫	藍色監獄
紀田正臣	17	ㄐㄧˋ ㄊㄧㄢˊ ㄓㄥˋ ㄔㄣˊ	動漫	無頭騎士異聞錄DuRaRaRa!!
約兒佛傑	21	ㄩㄝ ㄦˊ ㄈㄛˊ ㄐㄧㄝˊ	動漫	SPY×FAMILY間諜家家酒
約定	24	ㄩㄝ ㄉㄧㄥˋ	動漫	約定的夢幻島
約會大作戰	24	ㄩㄝ ㄏㄨㄟˋ ㄉㄚˋ ㄗㄨㄛˋ ㄓㄢˋ	動漫	約會大作戰
約翰李貝特	19	ㄩㄝ ㄏㄢˋ ㄌㄧˇ ㄅㄟˋ ㄊㄜˋ	動漫	MONSTER
約翰華生	12	ㄩㄝ ㄏㄢˋ ㄏㄨㄚˊ ㄕㄥ	動漫	憂國的莫里亞蒂
約蘭達	11	ㄩㄝ ㄌㄢˊ ㄉㄚˊ	動漫	地。－關於地球的運動－
紅丸	17	ㄏㄨㄥˊ ㄨㄢˊ	動漫	關於我轉生變成史萊姆這檔事
紅葉知弦	14	ㄏㄨㄥˊ ㄧㄝˋ ㄓ ㄒㄧㄢˊ	動漫	學生會的一存
紅蓮	23	ㄏㄨㄥˊ ㄌㄧㄢˊ	動漫	天元突破紅蓮螺巖
紅血球	79	ㄏㄨㄥˊ ㄒㄧㄝˇ ㄑㄧㄡˊ	動漫	工作細胞
紅麗	9	ㄏㄨㄥˊ ㄌㄧˋ	動漫	烈火之炎
納九条	17	ㄋㄚˋ ㄐㄧㄡˇ ㄊㄧㄠˊ	動漫	不時輕聲地以俄語遮羞的鄰座艾莉同學
納茲	22	ㄋㄚˋ ㄗ	動漫	FAIRY TAIL魔導少年
索尼	18	ㄙㄨㄛˇ ㄋㄧˊ	動漫	丹特麗安的書架
紫原敦	11	ㄗˇ ㄩㄢˊ ㄉㄨㄣ	動漫	黑子的籃球
紫羅蘭	25	ㄗˇ ㄌㄨㄛˊ ㄌㄢˊ	動漫	紫羅蘭永恆花園
紫苑	14	ㄗˇ ㄩㄢˋ	動漫	關於我轉生變成史萊姆這檔事
細呂木	10	ㄒㄧˋ ㄌㄩˇ ㄇㄨˋ	動漫	屍體如山的死亡遊戲
細川美樹	13	ㄒㄧˋ ㄔㄨㄢ ㄇㄟˇ ㄕㄨˋ	動漫	靈異教師神眉
細胞	1058	ㄒㄧˋ ㄅㄠ	動漫	工作細胞
紹安	10	ㄕㄠˋ ㄢ	動漫	中華一番
紺野純子	13	ㄍㄢˋ ㄧㄝˇ ㄔㄨㄣˊ ㄗ˙	動漫	佐賀偶像是傳奇
終末	23	ㄓㄨㄥ ㄇㄛˋ	動漫	少女終末旅行
結城夏野	18	ㄐㄧㄝˊ ㄔㄥˊ ㄒㄧㄚˋ ㄧㄝˇ	動漫	屍鬼
結城明日奈	20	ㄐㄧㄝˊ ㄔㄥˊ ㄇㄧㄥˊ ㄖˋ ㄋㄞˋ	動漫	刀劍神域
結束樂團	15	ㄐㄧㄝˊ ㄕㄨˋ ㄩㄝˋ ㄊㄨㄢˊ	動漫	孤獨搖滾
結衣	16	ㄐㄧㄝˊ ㄧ	動漫	刀劍神域
絢瀨繪里	19	ㄒㄩㄢˋ ㄌㄞˋ ㄏㄨㄟˋ ㄌㄧˇ	動漫	Love Live!
絲琪	13	ㄙ ㄑㄧˊ	動漫	魔法使的新娘
絲菲爾	19	ㄙ ㄈㄟ ㄦˇ	動漫	Fate/stay night
綠谷出久	24	ㄌㄩˋ ㄍㄨˇ ㄔㄨ ㄐㄧㄡˇ	動漫	我的英雄學院
綠間真太郎	14	ㄌㄩˋ ㄐㄧㄢ ㄓㄣ ㄊㄞˋ ㄌㄤˊ	動漫	黑子的籃球
維克托	17	ㄨㄟˊ ㄎㄜˋ ㄊㄨㄛ	動漫	冰上的尤里
維夏	16	ㄨㄟˊ ㄒㄧㄚˋ	動漫	幼女戰記
維多利加	16	ㄨㄟˊ ㄉㄨㄛ ㄌㄧˋ ㄐㄧㄚ	動漫	GOSICK
維拉爾	12	ㄨㄟˊ ㄌㄚ ㄦˇ	動漫	天元突破紅蓮螺巖
維爾德拉	20	ㄨㄟˊ ㄦˇ ㄉㄜˊ ㄌㄚ	動漫	關於我轉生變成史萊姆這檔事
維爾維特	11	ㄨㄟˊ ㄦˇ ㄨㄟˊ ㄊㄜˋ	動漫	Fate/Zero
維茲	14	ㄨㄟˊ ㄗ	動漫	為美好的世界獻上祝福
網代慎平	22	ㄨㄤˇ ㄉㄞˋ ㄕㄣˋ ㄆㄧㄥˊ	動漫	夏日重現
網球王子	23	ㄨㄤˇ ㄑㄧㄡˊ ㄨㄤˊ ㄗˇ	動漫	網球王子
綾崎颯	20	ㄌㄧㄥˊ ㄑㄧˊ ㄙㄚˋ	動漫	旋風管家
綾波零	20	ㄌㄧㄥˊ ㄅㄛ ㄌㄧㄥˊ	動漫	新世紀福音戰士
綾瀨千早	18	ㄌㄧㄥˊ ㄌㄞˋ ㄑㄧㄢ ㄗㄠˇ	動漫	花牌情緣
綾瀨桃	21	ㄌㄧㄥˊ ㄌㄞˋ ㄊㄠˊ	動漫	膽大黨
綿谷新	15	ㄇㄧㄢˊ ㄍㄨˇ ㄒㄧㄣ	動漫	花牌情緣
緋村劍心	22	ㄈㄟ ㄘㄨㄣ ㄐㄧㄢˋ ㄒㄧㄣ	動漫	神劍闖江湖
緣結神	22	ㄩㄢˊ ㄐㄧㄝˊ ㄕㄣˊ	動漫	元氣少女緣結神
緹奧	12	ㄊㄧˊ ㄠˋ	動漫	平凡職業造就世界最強
緹諾薛德	14	ㄊㄧˊ ㄋㄨㄛˋ ㄒㄩㄝ ㄉㄜˊ	動漫	嘆氣的亡靈想隱退
繰屋匠	11	ㄗㄠˇ ㄨ ㄐㄧㄤˋ	動漫	屍體如山的死亡遊戲
纏流子	20	ㄔㄢˊ ㄌㄧㄡˊ ㄗ˙	動漫	KILL la KILL
羅伊	18	ㄌㄨㄛˊ ㄧ	動漫	鋼之鍊金術師
羅曼尼	17	ㄌㄨㄛˊ ㄇㄢˋ ㄋㄧˊ	動漫	Fate/Grand Order
羅羅亞索隆	22	ㄌㄨㄛˊ ㄌㄨㄛˊ ㄧㄚˇ ㄙㄨㄛˇ ㄌㄨㄥˊ	動漫	航海王
羅茲瓦爾	12	ㄌㄨㄛˊ ㄗ ㄨㄚˇ ㄦˇ	動漫	Re:從零開始的異世界生活
羅諾	12	ㄌㄨㄛˊ ㄋㄨㄛˋ	動漫	黑色五葉草
羅阿	15	ㄌㄨㄛˊ ㄚ	動漫	君主·埃爾梅羅二世事件簿
羌瘣	14	ㄑㄧㄤ ㄌㄟˇ	動漫	王者天下
美代吉	11	ㄇㄟˇ ㄉㄞˋ ㄐㄧˊ	動漫	昭和元祿落語心中
美奈	12	ㄇㄟˇ ㄋㄞˋ	動漫	擅長捉弄人的高木同學
美少女戰士	25	ㄇㄟˇ ㄕㄠˋ ㄋㄩˇ ㄓㄢˋ ㄕˋ	動漫	美少女戰士
美樹沙耶香	16	ㄇㄟˇ ㄕㄨˋ ㄕㄚ ㄧㄝ ㄒㄧㄤ	動漫	魔法少女小圓
美美姬	13	ㄇㄟˇ ㄇㄟˇ ㄐㄧ	動漫	天國大魔境
美遊	15	ㄇㄟˇ ㄧㄡˊ	動漫	Fate/kaleid liner魔法少女☆伊莉雅
羽川翼	14	ㄩˇ ㄔㄨㄢ ㄧˋ	動漫	物語系列
羽衣狐	9	ㄩˇ ㄧ ㄏㄨˊ	動漫	妖怪少爺
羽鳥智世	20	ㄩˇ ㄋㄧㄠˇ ㄓˋ ㄕˋ	動漫	魔法使的新娘
老師	22	ㄌㄠˇ ㄕ	動漫	情色漫畫老師
耕一	15	ㄍㄥ ㄧ	動漫	崖上的波妞
耶拉比琪	11	ㄧㄝ ㄌㄚ ㄅㄧˇ ㄑㄧˊ	動漫	暗殺教室
聖杯戰爭	15	ㄕㄥˋ ㄅㄟ ㄓㄢˋ ㄓㄥ	動漫	Fate/stay night
聲之形	24	ㄕㄥ ㄓ ㄒㄧㄥˊ	動漫	聲之形
聲音	1711	ㄕㄥ ㄧㄣ	動漫	聲之形
職階卡	11	ㄓˊ ㄐㄧㄝ ㄎㄚˇ	動漫	Fate/kaleid liner魔法少女☆伊莉雅
胖虎	17	ㄆㄤˋ ㄏㄨˇ	動漫	哆啦A夢
胡桃	28	ㄏㄨˊ ㄊㄠˊ	動漫	莉可麗絲
胡蝶忍	13	ㄏㄨˊ ㄉㄧㄝˊ ㄖㄣˇ	動漫	鬼滅之刃
腦嚙涅羅	20	ㄋㄠˇ ㄋㄧㄝˋ ㄋㄧㄝˋ ㄌㄨㄛˊ	動漫	魔人偵探腦嚙涅羅
膽大黨	23	ㄉㄢˇ ㄉㄚˋ ㄉㄤˇ	動漫	膽大黨
自來也	10	ㄗˋ ㄌㄞˊ ㄧㄝˇ	動漫	火影忍者
自動	16	ㄗˋ ㄉㄨㄥˋ	動漫	紫羅蘭永恆花園
自動人偶	11	ㄗˋ ㄉㄨㄥˋ ㄖㄣˊ ㄡˇ	動漫	機巧少女不會受傷
自由式	30	ㄗˋ ㄧㄡˊ ㄕˋ	動漫	Free!男子游泳部
自私鬼	15	ㄗˋ ㄙ ㄍㄨㄟˇ	動漫	藍色監獄
與太郎	12	ㄩˇ ㄊㄞˋ ㄌㄤˊ	動漫	昭和元祿落語心中
航海王	12	ㄏㄤˊ ㄏㄞˇ ㄨㄤˊ	動漫	航海王
船井讓次	13	ㄔㄨㄢˊ ㄐㄧㄥˇ ㄖㄤˋ ㄘˋ	動漫	賭博默示錄
艾冉	12	ㄞˋ ㄖㄢˇ	動漫	葬送的芙莉蓮
艾利亞斯	17	ㄞˋ ㄌㄧˋ ㄧㄚˇ ㄙ	動漫	魔法使的新娘
艾利斯	19	ㄞˋ ㄌㄧˋ ㄙ	動漫	黑執事
艾力克	24	ㄞˋ ㄌㄧˋ ㄎㄜˋ	動漫	鋼之鍊金術師
艾因	12	ㄞˋ ㄧㄣ	動漫	星際牛仔
艾基爾	11	ㄞˋ ㄐㄧ ㄦˇ	動漫	刀劍神域
艾妮絲菲亞	17	ㄞˋ ㄋㄧˊ ㄙ ㄈㄟ ㄧㄚˇ	動漫	轉生王女與天才千金的魔法革命
艾姬多娜	11	ㄞˋ ㄐㄧ ㄉㄨㄛ ㄋㄚˋ	動漫	Re:從零開始的異世界生活
艾娜	11	ㄞˋ ㄋㄚˋ	動漫	PROMARE
艾恩葛朗特	14	ㄞˋ ㄣ ㄍㄜˊ ㄌㄤˇ ㄊㄜˋ	動漫	刀劍神域
艾斯	16	ㄞˋ ㄙ	動漫	Re:CREATORS
艾斯卡諾	8	ㄞˋ ㄙ ㄎㄚˇ ㄋㄨㄛˋ	動漫	七大罪
艾斯德斯	11	ㄞˋ ㄙ ㄉㄜˊ ㄙ	動漫	斬！赤紅之瞳
艾普斯隆	12	ㄞˋ ㄆㄨˇ ㄙ ㄌㄨㄥˊ	動漫	PLUTO冥王
艾普羅	14	ㄞˋ ㄆㄨˇ ㄌㄨㄛˊ	動漫	狼與辛香料
艾波納	9	ㄞˋ ㄅㄛ ㄋㄚˋ	動漫	世界頂尖的暗殺者轉生為異世界貴族
艾爾文	15	ㄞˋ ㄦˇ ㄨㄣˊ	動漫	進擊的巨人
艾爾莎	15	ㄞˋ ㄦˇ ㄕㄚ	動漫	FAIRY TAIL魔導少年
艾瑟依拉姆	13	ㄞˋ ㄙㄜˋ ㄧ ㄌㄚ ㄇㄨˇ	動漫	ALDNOAH.ZERO
艾瑪	14	ㄞˋ ㄇㄚˇ	動漫	約定的夢幻島
艾米娜卡	12	ㄞˋ ㄇㄧˇ ㄋㄚˋ ㄎㄚˇ	動漫	灼眼的夏娜
艾納爾	12	ㄞˋ ㄋㄚˋ ㄦˇ	動漫	Vinland Saga海盜戰記
艾絲	16	ㄞˋ ㄙ	動漫	在地下城尋求邂逅是否搞錯了什麼
艾美諾公主	10	ㄞˋ ㄇㄟˇ ㄋㄨㄛˋ ㄍㄨㄥ ㄓㄨˇ	動漫	魔法騎士雷阿斯
艾莉	21	ㄞˋ ㄌㄧˋ	動漫	不時輕聲地以俄語遮羞的鄰座艾莉同學
艾莉同學	22	ㄞˋ ㄌㄧˋ ㄊㄨㄥˊ ㄒㄩㄝˊ	動漫	不時輕聲地以俄語遮羞的鄰座艾莉同學
艾莉歐斯亞	13	ㄞˋ ㄌㄧˋ ㄡ ㄙ ㄧㄚˇ	動漫	ALDNOAH.ZERO
艾莉絲	16	ㄞˋ ㄌㄧˋ ㄙ	動漫	無職轉生
艾莉緹	22	ㄞˋ ㄌㄧˋ ㄊㄧˊ	動漫	借物少女艾莉緹
艾蒂菲爾特	15	ㄞˋ ㄉㄧˋ ㄈㄟ ㄦˇ ㄊㄜˋ	動漫	Fate/kaleid liner魔法少女☆伊莉雅
艾蕾卡	14	ㄞˋ ㄌㄟˇ ㄎㄚˇ	動漫	交響詩篇
艾薇兒布	13	ㄞˋ ㄨㄟˊ ㄦˊ ㄅㄨˋ	動漫	GOSICK
艾薩克迪安	17	ㄞˋ ㄙㄚˋ ㄎㄜˋ ㄉㄧˊ ㄢ	動漫	BACCANO!大騷動!
艾蘭諾	14	ㄞˋ ㄌㄢˊ ㄋㄨㄛˋ	動漫	異世界藥局
艾連葉卡	25	ㄞˋ ㄌㄧㄢˊ ㄧㄝˋ ㄎㄚˇ	動漫	進擊的巨人
芙拉蒂蕾娜	17	ㄈㄨˊ ㄌㄚ ㄉㄧˋ ㄌㄟˇ ㄋㄚˋ	動漫	86－不存在的戰區－
芙莉蓮	27	ㄈㄨˊ ㄌㄧˋ ㄌㄧㄢˊ	動漫	葬送的芙莉蓮
芙蕾阿斯達	13	ㄈㄨˊ ㄌㄟˇ ㄚ ㄙ ㄉㄚˊ	動漫	機動戰士鋼彈SEED
芥子	9	ㄐㄧㄝˋ ㄗˇ	動漫	鬼燈的冷徹
芥川龍之介	15	ㄐㄧㄝˋ ㄔㄨㄢ ㄌㄨㄥˊ ㄓ ㄐㄧㄝˋ	動漫	文豪Stray Dogs
芭芭拉	14	ㄅㄚ ㄅㄚ ㄌㄚ	動漫	小魔女學園
花井梓	12	ㄏㄨㄚ ㄐㄧㄥˇ ㄗˇ	動漫	王牌投手振臂高揮
花園	27	ㄏㄨㄚ ㄩㄢˊ	動漫	紫羅蘭永恆花園
花園多惠	17	ㄏㄨㄚ ㄩㄢˊ ㄉㄨㄛ ㄏㄨㄟˋ	動漫	BanG Dream!
花園櫻	14	ㄏㄨㄚ ㄩㄢˊ ㄧㄥ	動漫	會長是女僕大人
花垣武道	22	ㄏㄨㄚ ㄩㄢˊ ㄨˇ ㄉㄠˋ	動漫	東京復仇者
花媽	24	ㄏㄨㄚ ㄇㄚ	動漫	我們這一家
花子君	23	ㄏㄨㄚ ㄗˇ ㄐㄩㄣ	動漫	地縛少年花子君
花山薰	11	ㄏㄨㄚ ㄕㄢ ㄒㄩㄣ	動漫	刃牙
花式滑冰	13	ㄏㄨㄚ ㄕˋ ㄏㄨㄚˊ ㄅㄧㄥ	動漫	冰上的尤里
花本葉久美	15	ㄏㄨㄚ ㄅㄣˇ ㄧㄝˋ ㄐㄧㄡˇ ㄇㄟˇ	動漫	蜂蜜幸運草
花枝娘	21	ㄏㄨㄚ ㄓ ㄋㄧㄤˊ	動漫	侵略！花枝娘
花澤輝氣	15	ㄏㄨㄚ ㄗㄜˊ ㄏㄨㄟ ㄑㄧˋ	動漫	路人超能100
花爸	16	ㄏㄨㄚ ㄅㄚˋ	動漫	我們這一家
花牌情緣	20	ㄏㄨㄚ ㄆㄞˊ ㄑㄧㄥˊ ㄩㄢˊ	動漫	花牌情緣
花生	15	ㄏㄨㄚ ㄕㄥ	動漫	SPY×FAMILY間諜家家酒
花菱烈火	17	ㄏㄨㄚ ㄌㄧㄥˊ ㄌㄧㄝˋ ㄏㄨㄛˇ	動漫	烈火之炎
花開物語	19	ㄏㄨㄚ ㄎㄞ ㄨˋ ㄩˇ	動漫	花開物語
芳村	14	ㄈㄤ ㄘㄨㄣ	動漫	東京喰種
芸芸	11	ㄩㄣˊ ㄩㄣˊ	動漫	為美好的世界獻上祝福
芹澤朋也	14	ㄑㄧㄣˊ ㄗㄜˊ ㄆㄥˊ ㄧㄝˇ	動漫	鈴芽之旅
芹澤蕾拉	11	ㄑㄧㄣˊ ㄗㄜˊ ㄌㄟˇ ㄌㄚ	動漫	NANA
芽亞里	18	ㄧㄚˊ ㄧㄚˇ ㄌㄧˇ	動漫	狂賭之淵
若月妮可	15	ㄖㄨㄛˋ ㄩㄝˋ ㄋㄧˊ ㄎㄜˇ	動漫	WITCH WATCH魔女守護者
若本真吾	14	ㄖㄨㄛˋ ㄅㄣˇ ㄓㄣ ㄨˊ	動漫	監獄學園
若狹悠里	14	ㄖㄨㄛˋ ㄒㄧㄚˊ ㄧㄡ ㄌㄧˇ	動漫	學園孤島
若葉姬色	15	ㄖㄨㄛˋ ㄧㄝˋ ㄐㄧ ㄙㄜˋ	動漫	轉生成蜘蛛又怎樣
英雄學院	26	ㄧㄥ ㄒㄩㄥˊ ㄒㄩㄝˊ ㄩㄢˋ	動漫	我的英雄學院
茂木夏樹	13	ㄇㄠˋ ㄇㄨˋ ㄒㄧㄚˋ ㄕㄨˋ	動漫	頭文字D
茂野吾郎	18	ㄇㄠˋ ㄧㄝˇ ㄨˊ ㄌㄤˊ	動漫	棒球大聯盟
茂野英毅	12	ㄇㄠˋ ㄧㄝˇ ㄧㄥ ㄧˋ	動漫	棒球大聯盟
范格	12	ㄈㄢˋ ㄍㄜˊ	動漫	91Days
茅場晶彥	14	ㄇㄠˊ ㄔㄤˇ ㄐㄧㄥ ㄧㄢˋ	動漫	刀劍神域
茅野楓	15	ㄇㄠˊ ㄧㄝˇ ㄈㄥ	動漫	暗殺教室
茅野貴子	11	ㄇㄠˊ ㄧㄝˇ ㄍㄨㄟˋ ㄗˇ	動漫	orange橘色奇蹟
茉希尾瀨	13	ㄇㄛˋ ㄒㄧ ㄨㄟˇ ㄌㄞˋ	動漫	炎炎消防隊
茴香	13	ㄏㄨㄟˊ ㄒㄧㄤ	動漫	中二病也想談戀愛
茵蒂克絲	18	ㄧㄣ ㄉㄧˋ ㄎㄜˋ ㄙ	動漫	魔法禁書目錄
草壁梅	22	ㄘㄠˇ ㄅㄧˋ ㄇㄟˊ	動漫	龍貓
草壁皋月	25	ㄘㄠˇ ㄅㄧˋ ㄍㄠ ㄩㄝˋ	動漫	龍貓
草摩夾	17	ㄘㄠˇ ㄇㄛˊ ㄐㄧㄚˊ	動漫	水果籃子
草摩慊人	11	ㄘㄠˇ ㄇㄛˊ ㄑㄧㄢˋ ㄖㄣˊ	動漫	水果籃子
草摩由希	19	ㄘㄠˇ ㄇㄛˊ ㄧㄡˊ ㄒㄧ	動漫	水果籃子
草摩紅葉	13	ㄘㄠˇ ㄇㄛˊ ㄏㄨㄥˊ ㄧㄝˋ	動漫	水果籃子
草摩紫吳	15	ㄘㄠˇ ㄇㄛˊ ㄗˇ ㄨˊ	動漫	水果籃子
草薙素子	21	ㄘㄠˇ ㄊㄧˋ ㄙㄨˋ ㄗ˙	動漫	攻殼機動隊
荊棘魔法使	13	ㄐㄧㄥ ㄐㄧˊ ㄇㄛˊ ㄈㄚˇ ㄕˇ	動漫	魔法使的新娘
荒卷大輔	14	ㄏㄨㄤ ㄐㄩㄢˇ ㄉㄚˋ ㄈㄨˇ	動漫	攻殼機動隊
荒川河畔	12	ㄏㄨㄤ ㄔㄨㄢ ㄏㄜˊ ㄆㄢˋ	動漫	荒川爆笑團
荒川爆笑團	20	ㄏㄨㄤ ㄔㄨㄢ ㄅㄠˋ ㄒㄧㄠˋ ㄊㄨㄢˊ	動漫	荒川爆笑團
荒耶宗蓮	12	ㄏㄨㄤ ㄧㄝ ㄗㄨㄥ ㄌㄧㄢˊ	動漫	空之境界
荒野女巫	16	ㄏㄨㄤ ㄧㄝˇ ㄋㄩˇ ㄨˊ	動漫	霍爾的移動城堡
荷米莉	14	ㄏㄜˊ ㄇㄧˇ ㄌㄧˋ	動漫	借物少女艾莉緹
荻野千尋	25	ㄉㄧˊ ㄧㄝˇ ㄑㄧㄢ ㄒㄩㄣˊ	動漫	神隱少女
莉可	20	ㄌㄧˋ ㄎㄜˇ	動漫	來自深淵
莉可麗絲	24	ㄌㄧˋ ㄎㄜˇ ㄌㄧˋ ㄙ	動漫	莉可麗絲
莉法	18	ㄌㄧˋ ㄈㄚˇ	動漫	刀劍神域
莉茲史瑪特	12	ㄌㄧˋ ㄗ ㄕˇ ㄇㄚˇ ㄊㄜˋ	動漫	嘆氣的亡靈想隱退
莉茲湯普森	9	ㄌㄧˋ ㄗ ㄊㄤ ㄆㄨˇ ㄙㄣ	動漫	噬魂者
莉茲貝特	12	ㄌㄧˋ ㄗ ㄅㄟˋ ㄊㄜˋ	動漫	刀劍神域
莉莉娜	9	ㄌㄧˋ ㄌㄧˋ ㄋㄚˋ	動漫	新機動戰記鋼彈W
莉莉露卡	14	ㄌㄧˋ ㄌㄧˋ ㄌㄨˋ ㄎㄚˇ	動漫	在地下城尋求邂逅是否搞錯了什麼
莉莎霍克愛	16	ㄌㄧˋ ㄕㄚ ㄏㄨㄛˋ ㄎㄜˋ ㄞˋ	動漫	鋼之鍊金術師
莎拉	23	ㄕㄚ ㄌㄚ	動漫	異世界食堂
莎米哈伊	16	ㄕㄚ ㄇㄧˇ ㄏㄚ ㄧ	動漫	不時輕聲地以俄語遮羞的鄰座艾莉同學
莫奇馬茲	11	ㄇㄛˋ ㄑㄧˊ ㄇㄚˇ ㄗ	動漫	玉子市場
莫娜	15	ㄇㄛˋ ㄋㄚˋ	動漫	魔法公主
莫里亞蒂	25	ㄇㄛˋ ㄌㄧˇ ㄧㄚˇ ㄉㄧˋ	動漫	憂國的莫里亞蒂
菅原卓郎	13	ㄐㄧㄢ ㄩㄢˊ ㄓㄨㄛˊ ㄌㄤˊ	動漫	徒然喜歡你
菅原孝支	16	ㄐㄧㄢ ㄩㄢˊ ㄒㄧㄠˋ ㄓ	動漫	排球少年
菅生明日香	16	ㄐㄧㄢ ㄕㄥ ㄇㄧㄥˊ ㄖˋ ㄒㄧㄤ	動漫	閃電霹靂車
菊丸英二	14	ㄐㄩˊ ㄨㄢˊ ㄧㄥ ㄦˋ	動漫	網球王子
菊地善人	15	ㄐㄩˊ ㄉㄧˋ ㄕㄢˋ ㄖㄣˊ	動漫	麻辣教師GTO
菊地真	9	ㄐㄩˊ ㄉㄧˋ ㄓㄣ	動漫	偶像大師
菜月昴	24	ㄘㄞˋ ㄩㄝˋ ㄇㄠˇ	動漫	Re:從零開始的異世界生活
華倫斯坦	16	ㄏㄨㄚˊ ㄌㄨㄣˊ ㄙ ㄊㄢˇ	動漫	在地下城尋求邂逅是否搞錯了什麼
華斯	12	ㄏㄨㄚˊ ㄙ	動漫	潘朵拉之心
菱形窗	13	ㄌㄧㄥˊ ㄒㄧㄥˊ ㄔㄨㄤ	動漫	夏日重現
菲洛	14	ㄈㄟ ㄌㄨㄛˋ	動漫	盾之勇者成名錄
菲特泰斯	16	ㄈㄟ ㄊㄜˋ ㄊㄞˋ ㄙ	動漫	魔法少女奈葉
